LA_E_2834763,-11.30295563
LA_E_8877452,-1.285501242
LA_E_6828287,-14.03926849
LA_E_6977360,-14.40403748
LA_E_5932896,-13.66619492
LA_E_5849185,14.06681061
LA_E_6163791,-14.24459457
LA_E_4581379,20.05038071
LA_E_8814547,-13.12026405
LA_E_9157999,-13.5595808
LA_E_1611480,-10.35007286
LA_E_6841754,-13.13532448
LA_E_1781840,4.898974419
LA_E_8872199,-13.90220833
LA_E_1837629,0.5082245469
LA_E_6314733,20.36092758
LA_E_8469141,-11.27540684
LA_E_3379393,17.53192902
LA_E_7783830,-11.91660118
LA_E_8339197,-7.750230312
LA_E_9472752,-10.37457085
LA_E_1425990,17.74905014
LA_E_9088738,-9.412281036
LA_E_2520601,-0.2938822806
LA_E_2355000,-11.94977379
LA_E_7535126,8.315135956
LA_E_2394352,19.09968567
LA_E_5884357,-12.88758278
LA_E_8787897,-13.48447227
LA_E_3125426,13.43290901
LA_E_6320499,-6.712848186
LA_E_8617121,-11.76244164
LA_E_2608310,-11.32232761
LA_E_7203940,-9.693787575
LA_E_8868279,-9.624994278
LA_E_7462445,-9.0962677
LA_E_8844552,-10.39988899
LA_E_9120891,-10.15360451
LA_E_2634822,21.54908943
LA_E_3757378,18.7624588
LA_E_4550461,-14.28548241
LA_E_4920751,18.51969528
LA_E_9817776,-10.54445648
LA_E_4557471,-7.87887001
LA_E_1070406,-12.64512444
LA_E_3003752,20.34085846
LA_E_8806575,-11.07913017
LA_E_2417530,-12.29005432
LA_E_5323454,18.9270668
LA_E_2947508,-13.03974342
LA_E_8469160,-11.9824276
LA_E_1027220,14.74191856
LA_E_9328266,9.81979847
LA_E_3820322,-12.29649639
LA_E_4751686,-12.75097656
LA_E_7655544,-14.50071907
LA_E_8925219,-11.07751083
LA_E_8110643,-9.824389458
LA_E_2775552,-5.995803833
LA_E_9276097,-13.86592674
LA_E_5246322,-9.887477875
LA_E_6092883,-8.684623718
LA_E_7355163,-13.93846798
LA_E_9804952,-9.545592308
LA_E_2985346,-11.44124031
LA_E_8285179,3.25443244
LA_E_5118048,-14.84167862
LA_E_4430413,-11.963377
LA_E_3558965,-10.20570564
LA_E_4732931,-14.67055893
LA_E_4757272,20.98947906
LA_E_8992946,-13.47519302
LA_E_8155315,-3.448842049
LA_E_2143322,-13.02923775
LA_E_9382115,-11.6381979
LA_E_4641783,-12.14912224
LA_E_5210371,-13.43097878
LA_E_1746654,-12.96800041
LA_E_7824929,19.62052155
LA_E_8816717,-13.80278587
LA_E_3746504,-9.271978378
LA_E_8463157,-13.83823013
LA_E_7642353,-11.72158051
LA_E_5157926,-8.784704208
LA_E_8979583,-14.29743195
LA_E_2665242,-1.428168774
LA_E_6154503,12.33799458
LA_E_1395552,19.68953323
LA_E_9500557,-10.12656498
LA_E_5194826,-13.30972862
LA_E_1424685,-13.46486855
LA_E_6624193,-13.1511898
LA_E_5871315,20.69548416
LA_E_3378367,-3.549263477
LA_E_9853957,-11.8181076
LA_E_4988348,-11.57749844
LA_E_2161075,17.17289352
LA_E_3750625,3.022928238
LA_E_4850719,-11.9009819
LA_E_8562955,-12.3377161
LA_E_9989698,-5.540352821
LA_E_5291521,-14.00694275
LA_E_6816952,1.117058992
LA_E_4282641,-12.68472481
LA_E_9944556,-13.42455101
LA_E_8767294,17.41394424
LA_E_8534064,-4.918775558
LA_E_1144382,-14.29765701
LA_E_8697552,-13.45079803
LA_E_4770782,-14.67844963
LA_E_7779557,-11.84900856
LA_E_2268693,-9.764226913
LA_E_9140267,-3.788474798
LA_E_9528968,20.18589401
LA_E_2323050,18.07151031
